year,site,taxa,species,count,funct_group
2006,SCTW,INVERT,Aplysia californica,1,herbivorous.invert
2006,SCTW,INVERT,Apostichopus parvimensis,58,omnivorous.invert
2006,SCTW,INVERT,Balanophyllia elegans,25,sessile.planktivorous.invert
2006,SCTW,INVERT,Diopatra ornata,63,sessile.planktivorous.invert
2006,SCTW,INVERT,Haliotis corrugata,0,herbivorous.invert
2006,SCTW,INVERT,Haliotis rufescens,0,herbivorous.invert
2006,SCTW,INVERT,Leptogorgia chilensis,18,sessile.planktivorous.invert
2006,SCTW,INVERT,Lithopoma,0,herbivorous.invert
2006,SCTW,INVERT,Lytechinus pictus,0,herbivorous.invert
2006,SCTW,INVERT,Megathura crenulata,17,herbivorous.invert
2006,SCTW,INVERT,Mesocentrotus franciscanus,5,herbivorous.invert
2006,SCTW,INVERT,Muricea fruticosa,0,sessile.planktivorous.invert
2006,SCTW,INVERT,Neobernaya spadicea,0,omnivorous.invert
2006,SCTW,INVERT,Panulirus interruptus,0,predatory.invert
2006,SCTW,INVERT,Patiria miniata,54,omnivorous.invert
2006,SCTW,INVERT,Pisaster giganteus,25,predatory.invert
2006,SCTW,INVERT,Pycnopodia helianthoides,0,predatory.invert
2006,SCTW,INVERT,Strongylocentrotus purpuratus,245,herbivorous.invert
2006,SCTW,INVERT,Styela montereyensis,0,sessile.planktivorous.invert
2006,SCTW,INVERT,Tethya aurantium,0,sessile.planktivorous.invert
2006,SCTW,INVERT,Urticina eques,0,sessile.planktivorous.invert
2007,ABUR,ALGAE,Eisenia arborea,0,fleshy.algae
2007,ABUR,ALGAE,Laminaria farlowii,0,fleshy.algae
2007,ABUR,ALGAE,Pterygophora californica,495,fleshy.algae
2007,ABUR,INVERT,Aplysia californica,1,herbivorous.invert
2007,ABUR,INVERT,Apostichopus parvimensis,0,omnivorous.invert
2007,ABUR,INVERT,Balanophyllia elegans,0,sessile.planktivorous.invert
2007,ABUR,INVERT,Diopatra ornata,122,sessile.planktivorous.invert
2007,ABUR,INVERT,Haliotis corrugata,0,herbivorous.invert
2007,ABUR,INVERT,Haliotis rufescens,0,herbivorous.invert
2007,ABUR,INVERT,Leptogorgia chilensis,0,sessile.planktivorous.invert
2007,ABUR,INVERT,Lithopoma,0,herbivorous.invert
2007,ABUR,INVERT,Lytechinus pictus,0,herbivorous.invert
2007,ABUR,INVERT,Megathura crenulata,0,herbivorous.invert
2007,ABUR,INVERT,Mesocentrotus franciscanus,0,herbivorous.invert
2007,ABUR,INVERT,Muricea fruticosa,0,sessile.planktivorous.invert
2007,ABUR,INVERT,Neobernaya spadicea,0,omnivorous.invert
2007,ABUR,INVERT,Panulirus interruptus,0,predatory.invert
2007,ABUR,INVERT,Patiria miniata,0,omnivorous.invert
2007,ABUR,INVERT,Pisaster giganteus,10,predatory.invert
2007,ABUR,INVERT,Pycnopodia helianthoides,0,predatory.invert
2007,ABUR,INVERT,Strongylocentrotus purpuratus,0,herbivorous.invert
2007,ABUR,INVERT,Styela montereyensis,18,sessile.planktivorous.invert
2007,ABUR,INVERT,Tethya aurantium,0,sessile.planktivorous.invert
2007,ABUR,INVERT,Urticina eques,0,sessile.planktivorous.invert
2007,AHND,ALGAE,Eisenia arborea,0,fleshy.algae
2007,AHND,ALGAE,Laminaria farlowii,0,fleshy.algae
2007,AHND,ALGAE,Pterygophora californica,30,fleshy.algae
2007,AHND,INVERT,Aplysia californica,0,herbivorous.invert
2007,AHND,INVERT,Apostichopus parvimensis,3,omnivorous.invert
2007,AHND,INVERT,Balanophyllia elegans,0,sessile.planktivorous.invert
2007,AHND,INVERT,Diopatra ornata,459,sessile.planktivorous.invert
2007,AHND,INVERT,Haliotis corrugata,0,herbivorous.invert
2007,AHND,INVERT,Haliotis rufescens,1,herbivorous.invert
2007,AHND,INVERT,Leptogorgia chilensis,0,sessile.planktivorous.invert
2007,AHND,INVERT,Lithopoma,0,herbivorous.invert
2007,AHND,INVERT,Lytechinus pictus,0,herbivorous.invert
2007,AHND,INVERT,Megathura crenulata,0,herbivorous.invert
2007,AHND,INVERT,Mesocentrotus franciscanus,0,herbivorous.invert
2007,AHND,INVERT,Muricea fruticosa,0,sessile.planktivorous.invert
2007,AHND,INVERT,Neobernaya spadicea,0,omnivorous.invert
2007,AHND,INVERT,Panulirus interruptus,0,predatory.invert
2007,AHND,INVERT,Patiria miniata,2,omnivorous.invert
2007,AHND,INVERT,Pisaster giganteus,54,predatory.invert
2007,AHND,INVERT,Pycnopodia helianthoides,0,predatory.invert
2007,AHND,INVERT,Strongylocentrotus purpuratus,0,herbivorous.invert
2007,AHND,INVERT,Styela montereyensis,10,sessile.planktivorous.invert
2007,AHND,INVERT,Tethya aurantium,0,sessile.planktivorous.invert
2007,AHND,INVERT,Urticina eques,0,sessile.planktivorous.invert
2007,AQUE,ALGAE,Eisenia arborea,0,fleshy.algae
2007,AQUE,ALGAE,Laminaria farlowii,0,fleshy.algae
2007,AQUE,ALGAE,Pterygophora californica,298,fleshy.algae
2007,AQUE,INVERT,Aplysia californica,2,herbivorous.invert
2007,AQUE,INVERT,Apostichopus parvimensis,2,omnivorous.invert
2007,AQUE,INVERT,Balanophyllia elegans,217,sessile.planktivorous.invert
2007,AQUE,INVERT,Diopatra ornata,2139,sessile.planktivorous.invert
2007,AQUE,INVERT,Haliotis corrugata,1,herbivorous.invert
2007,AQUE,INVERT,Haliotis rufescens,2,herbivorous.invert
2007,AQUE,INVERT,Leptogorgia chilensis,0,sessile.planktivorous.invert
2007,AQUE,INVERT,Lithopoma,1,herbivorous.invert
2007,AQUE,INVERT,Lytechinus pictus,0,herbivorous.invert
2007,AQUE,INVERT,Megathura crenulata,2,herbivorous.invert
2007,AQUE,INVERT,Mesocentrotus franciscanus,6,herbivorous.invert
2007,AQUE,INVERT,Muricea fruticosa,1,sessile.planktivorous.invert
2007,AQUE,INVERT,Neobernaya spadicea,0,omnivorous.invert
2007,AQUE,INVERT,Panulirus interruptus,0,predatory.invert
2007,AQUE,INVERT,Patiria miniata,23,omnivorous.invert
2007,AQUE,INVERT,Pisaster giganteus,119,predatory.invert
2007,AQUE,INVERT,Pycnopodia helianthoides,0,predatory.invert
2007,AQUE,INVERT,Strongylocentrotus purpuratus,20,herbivorous.invert
2007,AQUE,INVERT,Styela montereyensis,8,sessile.planktivorous.invert
2007,AQUE,INVERT,Tethya aurantium,2,sessile.planktivorous.invert
2007,AQUE,INVERT,Urticina eques,0,sessile.planktivorous.invert
2007,BULL,ALGAE,Eisenia arborea,0,fleshy.algae
2007,BULL,ALGAE,Laminaria farlowii,0,fleshy.algae
2007,BULL,ALGAE,Pterygophora californica,1222,fleshy.algae
2007,BULL,INVERT,Aplysia californica,0,herbivorous.invert
2007,BULL,INVERT,Apostichopus parvimensis,0,omnivorous.invert
2007,BULL,INVERT,Balanophyllia elegans,0,sessile.planktivorous.invert
2007,BULL,INVERT,Diopatra ornata,84,sessile.planktivorous.invert
2007,BULL,INVERT,Haliotis corrugata,0,herbivorous.invert
2007,BULL,INVERT,Haliotis rufescens,0,herbivorous.invert
2007,BULL,INVERT,Leptogorgia chilensis,0,sessile.planktivorous.invert
2007,BULL,INVERT,Lithopoma,0,herbivorous.invert
2007,BULL,INVERT,Lytechinus pictus,1,herbivorous.invert
2007,BULL,INVERT,Megathura crenulata,0,herbivorous.invert
2007,BULL,INVERT,Mesocentrotus franciscanus,0,herbivorous.invert
2007,BULL,INVERT,Muricea fruticosa,0,sessile.planktivorous.invert
2007,BULL,INVERT,Neobernaya spadicea,1,omnivorous.invert
2007,BULL,INVERT,Panulirus interruptus,0,predatory.invert
2007,BULL,INVERT,Patiria miniata,2,omnivorous.invert
2007,BULL,INVERT,Pisaster giganteus,85,predatory.invert
2007,BULL,INVERT,Pycnopodia helianthoides,0,predatory.invert
2007,BULL,INVERT,Strongylocentrotus purpuratus,2,herbivorous.invert
2007,BULL,INVERT,Styela montereyensis,6,sessile.planktivorous.invert
2007,BULL,INVERT,Tethya aurantium,0,sessile.planktivorous.invert
2007,BULL,INVERT,Urticina eques,0,sessile.planktivorous.invert
2007,CARP,ALGAE,Eisenia arborea,0,fleshy.algae
2007,CARP,ALGAE,Laminaria farlowii,0,fleshy.algae
2007,CARP,ALGAE,Pterygophora californica,117,fleshy.algae
2007,CARP,INVERT,Aplysia californica,16,herbivorous.invert
2007,CARP,INVERT,Apostichopus parvimensis,0,omnivorous.invert
2007,CARP,INVERT,Balanophyllia elegans,0,sessile.planktivorous.invert
2007,CARP,INVERT,Diopatra ornata,276,sessile.planktivorous.invert
2007,CARP,INVERT,Haliotis corrugata,0,herbivorous.invert
2007,CARP,INVERT,Haliotis rufescens,0,herbivorous.invert
2007,CARP,INVERT,Leptogorgia chilensis,0,sessile.planktivorous.invert
2007,CARP,INVERT,Lithopoma,261,herbivorous.invert
2007,CARP,INVERT,Lytechinus pictus,0,herbivorous.invert
2007,CARP,INVERT,Megathura crenulata,36,herbivorous.invert
2007,CARP,INVERT,Mesocentrotus franciscanus,35,herbivorous.invert
2007,CARP,INVERT,Muricea fruticosa,0,sessile.planktivorous.invert
2007,CARP,INVERT,Neobernaya spadicea,1,omnivorous.invert
2007,CARP,INVERT,Panulirus interruptus,1,predatory.invert
2007,CARP,INVERT,Patiria miniata,21,omnivorous.invert
2007,CARP,INVERT,Pisaster giganteus,53,predatory.invert
2007,CARP,INVERT,Pycnopodia helianthoides,0,predatory.invert
2007,CARP,INVERT,Strongylocentrotus purpuratus,553,herbivorous.invert
2007,CARP,INVERT,Styela montereyensis,6,sessile.planktivorous.invert
2007,CARP,INVERT,Tethya aurantium,2,sessile.planktivorous.invert
2007,CARP,INVERT,Urticina eques,0,sessile.planktivorous.invert
2007,GOLB,ALGAE,Eisenia arborea,0,fleshy.algae
2007,GOLB,ALGAE,Laminaria farlowii,0,fleshy.algae
2007,GOLB,ALGAE,Pterygophora californica,65,fleshy.algae
2007,GOLB,INVERT,Aplysia californica,0,herbivorous.invert
2007,GOLB,INVERT,Apostichopus parvimensis,10,omnivorous.invert
2007,GOLB,INVERT,Balanophyllia elegans,0,sessile.planktivorous.invert
2007,GOLB,INVERT,Diopatra ornata,407,sessile.planktivorous.invert
2007,GOLB,INVERT,Haliotis corrugata,0,herbivorous.invert
2007,GOLB,INVERT,Haliotis rufescens,0,herbivorous.invert
2007,GOLB,INVERT,Leptogorgia chilensis,0,sessile.planktivorous.invert
2007,GOLB,INVERT,Lithopoma,0,herbivorous.invert
2007,GOLB,INVERT,Lytechinus pictus,0,herbivorous.invert
2007,GOLB,INVERT,Megathura crenulata,3,herbivorous.invert
2007,GOLB,INVERT,Mesocentrotus franciscanus,0,herbivorous.invert
2007,GOLB,INVERT,Muricea fruticosa,0,sessile.planktivorous.invert
2007,GOLB,INVERT,Neobernaya spadicea,0,omnivorous.invert
2007,GOLB,INVERT,Panulirus interruptus,0,predatory.invert
2007,GOLB,INVERT,Patiria miniata,5,omnivorous.invert
2007,GOLB,INVERT,Pisaster giganteus,29,predatory.invert
2007,GOLB,INVERT,Pycnopodia helianthoides,0,predatory.invert
2007,GOLB,INVERT,Strongylocentrotus purpuratus,24,herbivorous.invert
2007,GOLB,INVERT,Styela montereyensis,43,sessile.planktivorous.invert
2007,GOLB,INVERT,Tethya aurantium,0,sessile.planktivorous.invert
2007,GOLB,INVERT,Urticina eques,0,sessile.planktivorous.invert
2007,IVEE,ALGAE,Eisenia arborea,0,fleshy.algae
2007,IVEE,ALGAE,Laminaria farlowii,0,fleshy.algae
2007,IVEE,ALGAE,Pterygophora californica,337,fleshy.algae
2007,IVEE,INVERT,Aplysia californica,0,herbivorous.invert
2007,IVEE,INVERT,Apostichopus parvimensis,0,omnivorous.invert
2007,IVEE,INVERT,Balanophyllia elegans,0,sessile.planktivorous.invert
2007,IVEE,INVERT,Diopatra ornata,31,sessile.planktivorous.invert
2007,IVEE,INVERT,Haliotis corrugata,0,herbivorous.invert
2007,IVEE,INVERT,Haliotis rufescens,0,herbivorous.invert
2007,IVEE,INVERT,Leptogorgia chilensis,0,sessile.planktivorous.invert
2007,IVEE,INVERT,Lithopoma,2,herbivorous.invert
2007,IVEE,INVERT,Lytechinus pictus,0,herbivorous.invert
2007,IVEE,INVERT,Megathura crenulata,0,herbivorous.invert
2007,IVEE,INVERT,Mesocentrotus franciscanus,0,herbivorous.invert
2007,IVEE,INVERT,Muricea fruticosa,0,sessile.planktivorous.invert
2007,IVEE,INVERT,Neobernaya spadicea,0,omnivorous.invert
2007,IVEE,INVERT,Panulirus interruptus,0,predatory.invert
2007,IVEE,INVERT,Patiria miniata,1,omnivorous.invert
2007,IVEE,INVERT,Pisaster giganteus,19,predatory.invert
2007,IVEE,INVERT,Pycnopodia helianthoides,0,predatory.invert
2007,IVEE,INVERT,Strongylocentrotus purpuratus,0,herbivorous.invert
2007,IVEE,INVERT,Styela montereyensis,2,sessile.planktivorous.invert
2007,IVEE,INVERT,Tethya aurantium,0,sessile.planktivorous.invert
2007,IVEE,INVERT,Urticina eques,0,sessile.planktivorous.invert
2007,MOHK,ALGAE,Eisenia arborea,0,fleshy.algae
2007,MOHK,ALGAE,Laminaria farlowii,0,fleshy.algae
2007,MOHK,ALGAE,Pterygophora californica,752,fleshy.algae
2007,MOHK,INVERT,Aplysia californica,0,herbivorous.invert
2007,MOHK,INVERT,Apostichopus parvimensis,12,omnivorous.invert
2007,MOHK,INVERT,Balanophyllia elegans,286,sessile.planktivorous.invert
2007,MOHK,INVERT,Diopatra ornata,239,sessile.planktivorous.invert
2007,MOHK,INVERT,Haliotis corrugata,0,herbivorous.invert
2007,MOHK,INVERT,Haliotis rufescens,0,herbivorous.invert
2007,MOHK,INVERT,Leptogorgia chilensis,0,sessile.planktivorous.invert
2007,MOHK,INVERT,Lithopoma,1,herbivorous.invert
2007,MOHK,INVERT,Lytechinus pictus,0,herbivorous.invert
2007,MOHK,INVERT,Megathura crenulata,38,herbivorous.invert
2007,MOHK,INVERT,Mesocentrotus franciscanus,7,herbivorous.invert
2007,MOHK,INVERT,Muricea fruticosa,0,sessile.planktivorous.invert
2007,MOHK,INVERT,Neobernaya spadicea,0,omnivorous.invert
2007,MOHK,INVERT,Panulirus interruptus,0,predatory.invert
2007,MOHK,INVERT,Patiria miniata,16,omnivorous.invert
2007,MOHK,INVERT,Pisaster giganteus,49,predatory.invert
2007,MOHK,INVERT,Pycnopodia helianthoides,0,predatory.invert
2007,MOHK,INVERT,Strongylocentrotus purpuratus,83,herbivorous.invert
2007,MOHK,INVERT,Styela montereyensis,152,sessile.planktivorous.invert
2007,MOHK,INVERT,Tethya aurantium,0,sessile.planktivorous.invert
2007,MOHK,INVERT,Urticina eques,0,sessile.planktivorous.invert
2007,NAPL,ALGAE,Eisenia arborea,0,fleshy.algae
2007,NAPL,ALGAE,Laminaria farlowii,46,fleshy.algae
2007,NAPL,ALGAE,Pterygophora californica,3769,fleshy.algae
2007,NAPL,INVERT,Aplysia californica,1,herbivorous.invert
2007,NAPL,INVERT,Apostichopus parvimensis,41,omnivorous.invert
2007,NAPL,INVERT,Balanophyllia elegans,44,sessile.planktivorous.invert
2007,NAPL,INVERT,Diopatra ornata,135,sessile.planktivorous.invert
2007,NAPL,INVERT,Haliotis corrugata,0,herbivorous.invert
2007,NAPL,INVERT,Haliotis rufescens,0,herbivorous.invert
2007,NAPL,INVERT,Leptogorgia chilensis,0,sessile.planktivorous.invert
2007,NAPL,INVERT,Lithopoma,11,herbivorous.invert
2007,NAPL,INVERT,Lytechinus pictus,1,herbivorous.invert
2007,NAPL,INVERT,Megathura crenulata,189,herbivorous.invert
2007,NAPL,INVERT,Mesocentrotus franciscanus,97,herbivorous.invert
2007,NAPL,INVERT,Muricea fruticosa,0,sessile.planktivorous.invert
2007,NAPL,INVERT,Neobernaya spadicea,9,omnivorous.invert
2007,NAPL,INVERT,Panulirus interruptus,0,predatory.invert
2007,NAPL,INVERT,Patiria miniata,1463,omnivorous.invert
2007,NAPL,INVERT,Pisaster giganteus,293,predatory.invert
2007,NAPL,INVERT,Pycnopodia helianthoides,2,predatory.invert
2007,NAPL,INVERT,Strongylocentrotus purpuratus,616,herbivorous.invert
2007,NAPL,INVERT,Styela montereyensis,73,sessile.planktivorous.invert
2007,NAPL,INVERT,Tethya aurantium,20,sessile.planktivorous.invert
2007,NAPL,INVERT,Urticina eques,94,sessile.planktivorous.invert
2007,SCDI,ALGAE,Eisenia arborea,225,fleshy.algae
2007,SCDI,ALGAE,Laminaria farlowii,0,fleshy.algae
2007,SCDI,ALGAE,Pterygophora californica,0,fleshy.algae
2007,SCDI,INVERT,Aplysia californica,0,herbivorous.invert
2007,SCDI,INVERT,Apostichopus parvimensis,7,omnivorous.invert
2007,SCDI,INVERT,Balanophyllia elegans,58,sessile.planktivorous.invert
2007,SCDI,INVERT,Diopatra ornata,59,sessile.planktivorous.invert
2007,SCDI,INVERT,Haliotis corrugata,0,herbivorous.invert
2007,SCDI,INVERT,Haliotis rufescens,0,herbivorous.invert
2007,SCDI,INVERT,Leptogorgia chilensis,1,sessile.planktivorous.invert
2007,SCDI,INVERT,Lithopoma,0,herbivorous.invert
2007,SCDI,INVERT,Lytechinus pictus,0,herbivorous.invert
2007,SCDI,INVERT,Megathura crenulata,2,herbivorous.invert
2007,SCDI,INVERT,Mesocentrotus franciscanus,21,herbivorous.invert
2007,SCDI,INVERT,Muricea fruticosa,0,sessile.planktivorous.invert
2007,SCDI,INVERT,Neobernaya spadicea,0,omnivorous.invert
2007,SCDI,INVERT,Panulirus interruptus,0,predatory.invert
2007,SCDI,INVERT,Patiria miniata,197,omnivorous.invert
2007,SCDI,INVERT,Pisaster giganteus,40,predatory.invert
2007,SCDI,INVERT,Pycnopodia helianthoides,6,predatory.invert
2007,SCDI,INVERT,Strongylocentrotus purpuratus,31,herbivorous.invert
2007,SCDI,INVERT,Styela montereyensis,0,sessile.planktivorous.invert
2007,SCDI,INVERT,Tethya aurantium,3,sessile.planktivorous.invert
2007,SCDI,INVERT,Urticina eques,1,sessile.planktivorous.invert
2007,SCTW,ALGAE,Eisenia arborea,15,fleshy.algae
2007,SCTW,ALGAE,Laminaria farlowii,0,fleshy.algae
2007,SCTW,ALGAE,Pterygophora californica,0,fleshy.algae
2007,SCTW,INVERT,Aplysia californica,0,herbivorous.invert
2007,SCTW,INVERT,Apostichopus parvimensis,97,omnivorous.invert
2007,SCTW,INVERT,Balanophyllia elegans,49,sessile.planktivorous.invert
2007,SCTW,INVERT,Diopatra ornata,14,sessile.planktivorous.invert
2007,SCTW,INVERT,Haliotis corrugata,0,herbivorous.invert
2007,SCTW,INVERT,Haliotis rufescens,0,herbivorous.invert
2007,SCTW,INVERT,Leptogorgia chilensis,18,sessile.planktivorous.invert
2007,SCTW,INVERT,Lithopoma,0,herbivorous.invert
2007,SCTW,INVERT,Lytechinus pictus,0,herbivorous.invert
2007,SCTW,INVERT,Megathura crenulata,13,herbivorous.invert
2007,SCTW,INVERT,Mesocentrotus franciscanus,28,herbivorous.invert
2007,SCTW,INVERT,Muricea fruticosa,0,sessile.planktivorous.invert
2007,SCTW,INVERT,Neobernaya spadicea,0,omnivorous.invert
2007,SCTW,INVERT,Panulirus interruptus,0,predatory.invert
2007,SCTW,INVERT,Patiria miniata,41,omnivorous.invert
2007,SCTW,INVERT,Pisaster giganteus,32,predatory.invert
2007,SCTW,INVERT,Pycnopodia helianthoides,0,predatory.invert
2007,SCTW,INVERT,Strongylocentrotus purpuratus,188,herbivorous.invert
2007,SCTW,INVERT,Styela montereyensis,1,sessile.planktivorous.invert
2007,SCTW,INVERT,Tethya aurantium,0,sessile.planktivorous.invert
2007,SCTW,INVERT,Urticina eques,0,sessile.planktivorous.invert
2008,ABUR,ALGAE,Eisenia arborea,0,fleshy.algae
2008,ABUR,ALGAE,Laminaria farlowii,0,fleshy.algae
2008,ABUR,ALGAE,Pterygophora californica,440,fleshy.algae
2008,ABUR,INVERT,Aplysia californica,0,herbivorous.invert
2008,ABUR,INVERT,Apostichopus parvimensis,0,omnivorous.invert
2008,ABUR,INVERT,Balanophyllia elegans,0,sessile.planktivorous.invert
2008,ABUR,INVERT,Diopatra ornata,149,sessile.planktivorous.invert
2008,ABUR,INVERT,Haliotis corrugata,0,herbivorous.invert
2008,ABUR,INVERT,Haliotis rufescens,0,herbivorous.invert
2008,ABUR,INVERT,Leptogorgia chilensis,0,sessile.planktivorous.invert
2008,ABUR,INVERT,Lithopoma,0,herbivorous.invert
2008,ABUR,INVERT,Lytechinus pictus,0,herbivorous.invert
2008,ABUR,INVERT,Megathura crenulata,0,herbivorous.invert
2008,ABUR,INVERT,Mesocentrotus franciscanus,0,herbivorous.invert
2008,ABUR,INVERT,Muricea fruticosa,0,sessile.planktivorous.invert
2008,ABUR,INVERT,Neobernaya spadicea,0,omnivorous.invert
2008,ABUR,INVERT,Panulirus interruptus,0,predatory.invert
2008,ABUR,INVERT,Patiria miniata,0,omnivorous.invert
2008,ABUR,INVERT,Pisaster giganteus,12,predatory.invert
2008,ABUR,INVERT,Pycnopodia helianthoides,0,predatory.invert
2008,ABUR,INVERT,Strongylocentrotus purpuratus,0,herbivorous.invert
2008,ABUR,INVERT,Styela montereyensis,90,sessile.planktivorous.invert
2008,ABUR,INVERT,Tethya aurantium,0,sessile.planktivorous.invert
2008,ABUR,INVERT,Urticina eques,0,sessile.planktivorous.invert
2008,AHND,ALGAE,Eisenia arborea,0,fleshy.algae
2008,AHND,ALGAE,Laminaria farlowii,0,fleshy.algae
2008,AHND,ALGAE,Pterygophora californica,38,fleshy.algae
2008,AHND,INVERT,Aplysia californica,0,herbivorous.invert
2008,AHND,INVERT,Apostichopus parvimensis,5,omnivorous.invert
2008,AHND,INVERT,Balanophyllia elegans,0,sessile.planktivorous.invert
2008,AHND,INVERT,Diopatra ornata,234,sessile.planktivorous.invert
2008,AHND,INVERT,Haliotis corrugata,0,herbivorous.invert
2008,AHND,INVERT,Haliotis rufescens,0,herbivorous.invert
2008,AHND,INVERT,Leptogorgia chilensis,0,sessile.planktivorous.invert
2008,AHND,INVERT,Lithopoma,0,herbivorous.invert
2008,AHND,INVERT,Lytechinus pictus,0,herbivorous.invert
2008,AHND,INVERT,Megathura crenulata,0,herbivorous.invert
2008,AHND,INVERT,Mesocentrotus franciscanus,0,herbivorous.invert
2008,AHND,INVERT,Muricea fruticosa,0,sessile.planktivorous.invert
2008,AHND,INVERT,Neobernaya spadicea,2,omnivorous.invert
2008,AHND,INVERT,Panulirus interruptus,0,predatory.invert
2008,AHND,INVERT,Patiria miniata,3,omnivorous.invert
2008,AHND,INVERT,Pisaster giganteus,38,predatory.invert
2008,AHND,INVERT,Pycnopodia helianthoides,0,predatory.invert
2008,AHND,INVERT,Strongylocentrotus purpuratus,83,herbivorous.invert
2008,AHND,INVERT,Styela montereyensis,53,sessile.planktivorous.invert
2008,AHND,INVERT,Tethya aurantium,0,sessile.planktivorous.invert
2008,AHND,INVERT,Urticina eques,0,sessile.planktivorous.invert
2008,AQUE,ALGAE,Eisenia arborea,0,fleshy.algae
2008,AQUE,ALGAE,Laminaria farlowii,0,fleshy.algae
2008,AQUE,ALGAE,Pterygophora californica,896,fleshy.algae
2008,AQUE,INVERT,Aplysia californica,22,herbivorous.invert
2008,AQUE,INVERT,Apostichopus parvimensis,10,omnivorous.invert
2008,AQUE,INVERT,Balanophyllia elegans,418,sessile.planktivorous.invert
2008,AQUE,INVERT,Diopatra ornata,1955,sessile.planktivorous.invert
2008,AQUE,INVERT,Haliotis corrugata,0,herbivorous.invert
2008,AQUE,INVERT,Haliotis rufescens,0,herbivorous.invert
2008,AQUE,INVERT,Leptogorgia chilensis,1,sessile.planktivorous.invert
2008,AQUE,INVERT,Lithopoma,2,herbivorous.invert
2008,AQUE,INVERT,Lytechinus pictus,5,herbivorous.invert
2008,AQUE,INVERT,Megathura crenulata,7,herbivorous.invert
2008,AQUE,INVERT,Mesocentrotus franciscanus,10,herbivorous.invert
2008,AQUE,INVERT,Muricea fruticosa,0,sessile.planktivorous.invert
2008,AQUE,INVERT,Neobernaya spadicea,0,omnivorous.invert
2008,AQUE,INVERT,Panulirus interruptus,0,predatory.invert
2008,AQUE,INVERT,Patiria miniata,28,omnivorous.invert
2008,AQUE,INVERT,Pisaster giganteus,139,predatory.invert
2008,AQUE,INVERT,Pycnopodia helianthoides,0,predatory.invert
2008,AQUE,INVERT,Strongylocentrotus purpuratus,81,herbivorous.invert
2008,AQUE,INVERT,Styela montereyensis,6,sessile.planktivorous.invert
2008,AQUE,INVERT,Tethya aurantium,2,sessile.planktivorous.invert
2008,AQUE,INVERT,Urticina eques,2,sessile.planktivorous.invert
2008,BULL,ALGAE,Eisenia arborea,0,fleshy.algae
2008,BULL,ALGAE,Laminaria farlowii,0,fleshy.algae
2008,BULL,ALGAE,Pterygophora californica,1258,fleshy.algae
2008,BULL,INVERT,Aplysia californica,0,herbivorous.invert
2008,BULL,INVERT,Apostichopus parvimensis,0,omnivorous.invert
2008,BULL,INVERT,Balanophyllia elegans,0,sessile.planktivorous.invert
2008,BULL,INVERT,Diopatra ornata,134,sessile.planktivorous.invert
2008,BULL,INVERT,Haliotis corrugata,0,herbivorous.invert
2008,BULL,INVERT,Haliotis rufescens,0,herbivorous.invert
2008,BULL,INVERT,Leptogorgia chilensis,0,sessile.planktivorous.invert
2008,BULL,INVERT,Lithopoma,0,herbivorous.invert
2008,BULL,INVERT,Lytechinus pictus,0,herbivorous.invert
2008,BULL,INVERT,Megathura crenulata,0,herbivorous.invert
2008,BULL,INVERT,Mesocentrotus franciscanus,0,herbivorous.invert
2008,BULL,INVERT,Muricea fruticosa,0,sessile.planktivorous.invert
2008,BULL,INVERT,Neobernaya spadicea,0,omnivorous.invert
2008,BULL,INVERT,Panulirus interruptus,0,predatory.invert
2008,BULL,INVERT,Patiria miniata,1,omnivorous.invert
2008,BULL,INVERT,Pisaster giganteus,36,predatory.invert
2008,BULL,INVERT,Pycnopodia helianthoides,0,predatory.invert
2008,BULL,INVERT,Strongylocentrotus purpuratus,13,herbivorous.invert
2008,BULL,INVERT,Styela montereyensis,0,sessile.planktivorous.invert
2008,BULL,INVERT,Tethya aurantium,0,sessile.planktivorous.invert
2008,BULL,INVERT,Urticina eques,0,sessile.planktivorous.invert
2008,CARP,ALGAE,Eisenia arborea,0,fleshy.algae
2008,CARP,ALGAE,Laminaria farlowii,0,fleshy.algae
2008,CARP,ALGAE,Pterygophora californica,1456,fleshy.algae
2008,CARP,INVERT,Aplysia californica,0,herbivorous.invert
2008,CARP,INVERT,Apostichopus parvimensis,0,omnivorous.invert
2008,CARP,INVERT,Balanophyllia elegans,0,sessile.planktivorous.invert
2008,CARP,INVERT,Diopatra ornata,230,sessile.planktivorous.invert
2008,CARP,INVERT,Haliotis corrugata,0,herbivorous.invert
2008,CARP,INVERT,Haliotis rufescens,0,herbivorous.invert
2008,CARP,INVERT,Leptogorgia chilensis,0,sessile.planktivorous.invert
2008,CARP,INVERT,Lithopoma,215,herbivorous.invert
2008,CARP,INVERT,Lytechinus pictus,0,herbivorous.invert
2008,CARP,INVERT,Megathura crenulata,17,herbivorous.invert
2008,CARP,INVERT,Mesocentrotus franciscanus,28,herbivorous.invert
2008,CARP,INVERT,Muricea fruticosa,0,sessile.planktivorous.invert
2008,CARP,INVERT,Neobernaya spadicea,1,omnivorous.invert
2008,CARP,INVERT,Panulirus interruptus,1,predatory.invert
2008,CARP,INVERT,Patiria miniata,23,omnivorous.invert
2008,CARP,INVERT,Pisaster giganteus,51,predatory.invert
2008,CARP,INVERT,Pycnopodia helianthoides,0,predatory.invert
2008,CARP,INVERT,Strongylocentrotus purpuratus,550,herbivorous.invert
2008,CARP,INVERT,Styela montereyensis,6,sessile.planktivorous.invert
